ImageID,Labels,Caption
3193.jpg,0 1,a young man performs a trick on a skateboard
3194.jpg,18,a statue of a man wearing a cowboy hat sitting on a horse
3197.jpg,0,a person spray painting a sheet over a television screen
3198.jpg,0,a girl in a sweater play with a wii
3202.jpg,0,a person holding two black nintendo wii game controllers
3203.jpg,17 2,a grey dog seated on a chair of a vehicle
3205.jpg,0,a computer desk topped with a desktop computer monitor
3206.jpg,0 3,a person riding a motorcycle on a road next to bales of straw
3210.jpg,0,a boy catches a tennis ball with his racket
3212.jpg,0,a woman and a child at a table with plates and glasses
3214.jpg,0,guy on tennis court gets ready to serve the ball to the other side
3216.jpg,0 6,a black train traveling down tracks near a station
3219.jpg,15,a herd of sheep standing next to each other on a field
3221.jpg,15 0,a bird sitting in a tree with orange fruit or flowers
3222.jpg,0,two men walking down a street holding hands
3225.jpg,0 1 2,a yellow street sign sitting on the side of a road
3227.jpg,0 3,some people one is on a white and red scooter
3229.jpg,7 0 1,a surfer riding his bike to the beach
3230.jpg,0,a softball player has their leg in the air
3231.jpg,17,a dog sitting on the ground and looking at himself in a mirror
3234.jpg,0,woman holding skis wearing tank top and ski gear
3237.jpg,0 2,a elderly woman standing next to a young girl baseball player holding a catchers mitt
3238.jpg,0,a couple of baseball players standing next to each other
3241.jpg,0,a woman holding a plate of food with a banana on her head
3242.jpg,0 9,three girls laugh as they walk beneath an embrella in the rain
3245.jpg,0 18,a little girl that is next to a big horse
3247.jpg,2,a stand featuring carrots that are purple and orange
3250.jpg,0 18,a horse drawn cart passing several parked tractors
3252.jpg,0,some people playing on the beach and water next to a bridge
3253.jpg,0,there is a room full of housing furniture in the area
3256.jpg,4,and airplane driving on an airstrip at an airport
3257.jpg,0,a man sitting at a table eating pizza slices
3260.jpg,0 2,a man riding a kiteboard on top of a body of water
3262.jpg,2 3,a red motorcycle parked in front of a white house
3263.jpg,0,a woman is preparing to hit a tennis ball with a tennis racket
3265.jpg,0,a group of people on a field playing soccer
3268.jpg,7 0 9,a froyo delivery truck sitting on the side of the road
3270.jpg,0,a man in a suit and tie lying on the grass clutching a bottle of whiskey
3272.jpg,14,a couple of park benches that are outside
3273.jpg,0 9 2,a lot of cars driving on a busy city street
3275.jpg,0,a bride and groom cut their wedding cake at the reception
3277.jpg,0,a small cute boy crouching in a field in a baseball uniform
3278.jpg,9 12,a street with a street light hanging over it
3281.jpg,18,several brown horses grazing in a grassy field
3283.jpg,0,a man standing on a tennis court holding a racquet
3285.jpg,0,a person riding a surf board in a boy of water
3287.jpg,0 1 2 3 5 9,a red double decker bus on the street
3289.jpg,0 1 2 3,vehicles parked in front of a large cemetery
3292.jpg,0,a little boy is playing in front of a refrigerator
3294.jpg,0 1 2 3 5,a man riding on the back of a motorcycle
3296.jpg,0 2 4,a car parked next to an airplane on a field
3298.jpg,0,two brightly colored skiers standing next to a fence
3299.jpg,16 0,a man giving a cat a piece of mushroom from a pizza
3301.jpg,16,a cat and a pair of scissors is on the floor
3303.jpg,0 2 3,cars are driving down a rural road that isn't that busy
3305.jpg,0,a being is doing something as of right now that is splendid
3307.jpg,0 14,park where people are sitting in the grass and a boy running after a yellow frisbee
3310.jpg,0,there is a man wearing brown shoes and a banana peel on the floor
3311.jpg,7 0 2,man loading a medium sized appliance onto the back of a truck
3313.jpg,0 4,four people standing by windows looking out at a tarmac
3315.jpg,5,a long yellow school bus is parked behind another
3316.jpg,0,a female tennis player on a tennis court
3317.jpg,10,a fire hydrant surrounded by leaves and vines
3319.jpg,0,two skiers one wearing an orange ski jacket and the other one wearing a green one is facing each other with the sunshine in the background
3324.jpg,16 0,a woman holding up a small gray cat in the air
3326.jpg,7,a truck driving down the road near a railing
3327.jpg,0,a little boy that is pulling a suit case
3328.jpg,0 2 6,a train on the train tracks at a train station
3330.jpg,4,an airplane flying in the sky with overcast clouds
3332.jpg,0,a group of old-fashioned dressed people play a game
3334.jpg,16,the cat enjoys watching pictures of the earth
3335.jpg,8 0 14,a concrete bench posed by a tree trunk on a beach
3337.jpg,0 14,she is on her way home after a long flight
3338.jpg,5,a green tram and a blue tram passing at a station
3339.jpg,0,a pizza on a table with sausage as a man pulls a slice off the pizza
3342.jpg,0,there women sitting on a couch playing a game with nintendo wii controllers
3343.jpg,0,a man who is wearing a green polka dot bow tie
3345.jpg,8,a boat that is sitting in the sand
3347.jpg,0,a group of people flying kites in a formation
3350.jpg,16 0 14,people are doing something at this time that is full
3352.jpg,0 14,an old woman sits next to a large stuffed teddy bear on a bench
3354.jpg,0,people sitting around a wooden table inside a room
3355.jpg,0 2,a cityscape of a korean city with crowds and neon lights
3359.jpg,0,three people sitting on a gray couch one holding a beer
3360.jpg,7 9 2,a street sign and a traffic signal hanging from a pole
3362.jpg,0,athletes warming up  on sidelines in baseball park
3363.jpg,0,a man carrying a skateboard over his right shoulder
3366.jpg,16 17,a cat is laying on top of a dog
3368.jpg,0,a close up of a person holding a cell phone
3370.jpg,0,a person slicing up carrots on top of a black counter
3371.jpg,7,a truck partially parked on a road carrying building materials
3373.jpg,2 12,a stove in the grass in a front yard the side partially spray painted black
3374.jpg,0,a group of people talking adamantly about something
3376.jpg,16,a couple of cats setting on a toilet in a bathroom
3377.jpg,0,black and white photo of man in suit looking at several clocks on the wall
3380.jpg,0 2,a black and white picture of a city's clock tower
3383.jpg,0,a woman in a bikini sitting on top of a lawn chair
3385.jpg,0,a man in white tennis shorts is playing tennis
3386.jpg,0,a young boy is eating something that is green
3390.jpg,0,a sandwich and a salad on a plate
3391.jpg,0 4,an aircraft that just arrived for landing on the strip
3392.jpg,7 10 2,a fire extended hose for fire hydrant in rural area
3398.jpg,0 2 14,a person standing on a grass covered field in an orange shirt
3400.jpg,0,a woman standing next to a kite under a blue sky
3402.jpg,16,the black and white cat sits looking out of a kitchen window
3403.jpg,0 2 3 5 7,a white and red bus driving down a city street
3404.jpg,0,group of children playing a competitive game of soccer on field
3407.jpg,0 18,a horse is standing next to a fence
3408.jpg,0,a women sitting at the table with pizza and beer 
3411.jpg,0 6,a train pulls up to another on a platform
3413.jpg,0,a pretty young lady holding a tennis racquet on a tennis court
3416.jpg,0,a mug under three spoons filled with a brown mix
3418.jpg,0,a computer is sitting on a wooden desk
3420.jpg,0 14,he is long and lean like his skateboard
3423.jpg,0 18,two men in historical clothing stand in a covered wagon attached to two donkeys while one man shoots a pistol and holds a rifle up
3425.jpg,0,the child in the blue sweatshirt is eating a donut
3426.jpg,18,a brown horse standing on top of a sandy beach
3429.jpg,8 0,two long paddle boats traveling across a large body of water
3431.jpg,0 5,a tall yellow bus is coming down a street
3432.jpg,7 0 2 5,a bus is driving on the wrong side of the road
3435.jpg,0,man riding his skate board down a steep cement slope
3438.jpg,0,a group of people standing by baggage claim in airport
3439.jpg,0,a person standing on top of a snow covered slope
3441.jpg,0,an image of a professional baseball game being played
3442.jpg,6,a red train with yellow front and yellow stripe down the side
3445.jpg,0,a man stretches to reach a tennis ball during a game
3446.jpg,2,a snow-covered area with a tree cars and a road sign
3447.jpg,14,a bench sits by a tree and looks at a snow covered field
3449.jpg,15,a couple of green birds standing next to each other
3450.jpg,0,a giraffe eating a plant over a fence
3452.jpg,0 9 5 14,a white bus driving under a traffic light next to a park
3455.jpg,0,a young boy hitting a ball with a yellow bat
3456.jpg,7 0,a truck towing a trailer loaded with a large item
3457.jpg,16,a kitten plays on a hardwood floor while a larger couch stands on a couch
3461.jpg,0,a person water skiing falls in a lake
3463.jpg,0,a man rides a wave on a surfboard
3465.jpg,9,"a sign for john's market"" with a traffic light and street scene in the background"""
3466.jpg,0,the two young women are leaned down over the table
3469.jpg,0,a woman sitting at a table with a knife in fork in her hand and a large salad in the middle of the table
3470.jpg,16,a grey and black cat laying on black suitcase
3471.jpg,15,a colorful bird is surrounded by green and pink foliage
3473.jpg,0,a woman in a sun hat shows her baby an elephant
3474.jpg,15,several red roosters together in a small area
3478.jpg,0 16,a woman is sitting on a couch with a large cat
3479.jpg,15 16,a couple of animals are sitting in the grass
3483.jpg,0,a group of four people playing a video game
3484.jpg,0,there is a white plate that has a salad with grapes in it
3486.jpg,0,a group of friends sitting in a living room together in a living room
3488.jpg,0,someone is slicing some food inside a cardboard box
3492.jpg,0,a little girl doing her little sisters hair
3493.jpg,0 17,a group of men standing next to each other near two dog toys
3496.jpg,0 2 3 7 9 18,a group of parade horses walking down a street
3498.jpg,0,an arm reaching over hot dogs on a table
3501.jpg,0,a man wearing a red jacket and a gray hat smoking a cigarette
3503.jpg,0,a person in a baseball uniform holding a baseball bat
3504.jpg,0 17,two brown and white dogs sitting in front of woman eating
3507.jpg,0 8,people are sitting under umbrellas on the shore of a beach
3510.jpg,0 14,a little boy standing on a patio holding a baseball bat
3511.jpg,0,the young man was playing on his skateboard while he listened to some music
3512.jpg,16,a cat laying on top of a large cat bed
3515.jpg,0 2,three people lean on their ski poles near two smiling others
3517.jpg,0 17,a woman holding a dog while lying on a surf board
3519.jpg,0,an individual is in the open view in the image
3521.jpg,0,two women standing in living room with mess and controllers
3523.jpg,0,a woman sitting by a lake holds up a frisbee
3524.jpg,0,a group of people stand at a table and eat
3527.jpg,0,a little girl eating a donut while sitting in a chair
3528.jpg,6,a train yard filled with lots of trains
3529.jpg,0,an older gentleman eating lunch with a younger woman
3532.jpg,0,a close up of a person smoking a cigarette and operating a cell phone
3536.jpg,0 3,two men riding motorcycles down the road with a big crowd watching them
3539.jpg,7 0 2,a man chasing another man across a green field
3542.jpg,0 18,the woman is riding an adult brown horse
3545.jpg,0 3,a row of different motorcycles and people looking at them
3547.jpg,0,a man standing up holding a wii remote
3548.jpg,0,a picture of a person posing for a picture
3550.jpg,0 2,boys jumping up in the air to catch a flying frisbee
3552.jpg,0,a man in a sports jacket is sitting in front of a microphone
3553.jpg,17,a brown dog sitting underneath a table next to a  chair
3556.jpg,0 2,woman and small children playing video games while sitting on the couch
3557.jpg,0,there are many people sitting at a long table eating
3560.jpg,0 17,a man putting together many pizzas ready for an outdoor brick oven
3561.jpg,0,a person that is skiing down a rock
3563.jpg,16 2,a pretty cat sits on a car posing for a picture
3565.jpg,0,a large colored umbrella is seen against the backdrop of the ocean
3566.jpg,0,a couple of people that are staring at doughnuts
3568.jpg,0,a person getting ready to hit a serve in tennis
3570.jpg,8 4,a airplane that is sitting in the water
3571.jpg,0,the skateboarder wearing a cap is riding near a yellow curb
3573.jpg,0,a man on a court with a tennis racket
3575.jpg,0,a man walking down a street next to some trees
3576.jpg,4,a sunset lit shot of a landed large commercial airplane
3578.jpg,18 0 2,a group of men in uniform riding on horses
3580.jpg,0,a boy is touching a red flying disk outside
3583.jpg,0 2,a view of a two people preparing to ski
3586.jpg,0,a man on home plate hitting a baseball
3587.jpg,8 0,a boat pulling a skier in the middle of the water
3590.jpg,0,a woman standing on a ledge near an arch
3591.jpg,0,a young man is playing a video game at a gaming event
3593.jpg,0,a man on a field swinging a baseball bat
3595.jpg,0,a young man dressed in a suit and tie
3598.jpg,0,a person does a trick on a board in the water
3600.jpg,0,a man performing a skateboarding trick in a skate park
3601.jpg,7 4,an airport has several planes on the runway
3604.jpg,0,an out fielder waiting for the ball to come into his area
3605.jpg,0 3,a motorbike with blue and silver bones painted on it
3607.jpg,0 9 6,a man standing next to train tracks and trains
3609.jpg,0,a woman talking on a cell phone while wearing sunglasses
3610.jpg,15,a number of birds flying in a sky near a body of water
3612.jpg,17 18,a white horse standing near a dog in the grass
3613.jpg,0 5 14,a bus pulling up to a bus stop
3617.jpg,17 14,a black dog on the ground with a basketball
3618.jpg,0,two men in camouflage uniforms stand at a table between two young boys with a cake on the table
3620.jpg,0,a woman petting a brown and white cow
3621.jpg,6,a blue and white trains engine is pulling its cars and trees
3622.jpg,0,the boy is going to hit that baseball and then run to first base
3625.jpg,0,a baseball player holding a bat on top of a baseball field
3627.jpg,6,a red train car covered in graffiti next to a forest
3629.jpg,0,a girl snowboarder sitting on the side of the mountain
3630.jpg,0,a man flying through the air while riding a snowboard
3633.jpg,18,a bridled horse with the sky and grass in the background
3635.jpg,16 14,a cat sitting on a bench in a flower bed
3636.jpg,0,a pizza on to of a pan covered in toppings
3638.jpg,0 14,a man in a crowded park catches a frisbee
3641.jpg,0,a man with a video game remote control in his hand in front of a television
3643.jpg,12,a stop sign sits in an empty parking lot
3647.jpg,0,many people in the field are flying their kites
3649.jpg,16,a can sitting on top of a chair next to a computer desk
3650.jpg,0 18,antique black and white photograph of women in a horse drawn carriage
3651.jpg,0,a man writing on the screen of a laptop computer
3656.jpg,0,a woman standing on a tennis court holding a tennis racquet
3657.jpg,10,a fire hydrant on a  city street outside of a garage
3660.jpg,0 17,on a snowy path a woman wearing a blue jacket wears skis and holds ski poles
3663.jpg,0 2,two people walking under an umbrella between parked cars
3665.jpg,0 2,a young lady is sitting by herself outside of a building checking out her phone
3667.jpg,0,a person sleeping with a pillow over their head and a book on their chest
3669.jpg,0,two girls are feeding lettuce to a giraffe
3670.jpg,0 2 5,a small blue car that has been hit by a  city bus
3673.jpg,0,there is a erson sittig o the bus at the window
3675.jpg,0,a man riding on top of a wave on a surfboard
3676.jpg,0,a bearded male soccer player surveying the field
3679.jpg,0 14,two men sitting on a bench in baseball uniforms
3681.jpg,0,a girl that is up to the plate with a bat
3682.jpg,7 0 2,a man holds onto the edge of a kite
3685.jpg,0,the cowboy is trying to herd in the small calf
3688.jpg,0,a woman is putting a dish into the oven
3691.jpg,0 1 2,young men playing with a frisbee in a park
3693.jpg,0,a woman with a blue umbrella walks contemplatively along the rocky shore
3695.jpg,0,a man is photoed eating a large sandwich he is holding
3697.jpg,7 2 9 10,looking out a vehicle window at traffic at a traffic signal
3698.jpg,0 2,a child practicing his bating in a batting cage
3699.jpg,17,a cow is leaning towards a dog's nose
3701.jpg,0,a boy is playing the base ball ball
3702.jpg,0 4,smoke billows from the back of a yellow and blue fighter jet
3703.jpg,18,a brown horse standing on top of a lush green hillside
3705.jpg,7 0 2,a truck and a car sitting in traffic
3708.jpg,0 17,there are many kids at a party where there is cake
3709.jpg,0 9 2 6,fast moving train with sunlight reflecting off of it
3712.jpg,0,a man young man riding a skateboard next to a brick building
3714.jpg,0,people are sitting on a couch holding wii controllers
3716.jpg,0 2 4,this is a plane landing oin the water
3718.jpg,16,a kitten licking itself while surfing the computer
3719.jpg,4,the jumbo jet is flying through the partly cloudy air
3720.jpg,0 2,a person is sitting on a short wall with his luggage
3722.jpg,0 2 3,a motorcycle is parked beside the curb in a city
3723.jpg,16 14,a closeup picture of a black and white cat
3725.jpg,0,a teddy bear nestled next to a swaddled baby
3726.jpg,0,two young men are waiting for their luggage
3729.jpg,0,the male and female performs stand next to each other in costume
3732.jpg,8 2,a bunch of boats  that are on the shore line
3733.jpg,0 18 14,a women petting an adult sheep at a petting zoo
3736.jpg,0 14,a group of men playing soccer on a grassy field with people watching
3737.jpg,16 3,a cat sitting on top of a motorcycle seat
3739.jpg,6,a train going down the track in a picture with a green glare
3740.jpg,0 4,a small private plane landing on a landing path
3742.jpg,0,a man brushing his teeth in front of a bathroom mirror
3746.jpg,0,the smiling woman is skiing down the slope
3748.jpg,9,street sights and lights stand on a post at an intersection
3749.jpg,0 2,a desk sits in the corner of a small room
3753.jpg,0,a picture of a person taking a cell phone picture
3755.jpg,0 2,man posing with skateboard on sidewalk with one behind him
3757.jpg,0 4,am red white and blue plane flying above lots of people
3759.jpg,7,trucks driving down a steep narrow dirt road
3760.jpg,0,a kite flying over a sandy beach in a very blue sky
3761.jpg,0,a man riding up the side of  a skateboard ramp
3762.jpg,15,a river filed with lots of birds surrounded by forest
3765.jpg,0 2 5,a long silver commuter bus driving down a curvy road
3767.jpg,0,a man wearing a neck tie and a white shirt
3769.jpg,0,a white bowl of food on a table
3771.jpg,16,a black cat laying on a tiny bed
3772.jpg,0 3,four beautiful women in red posed around a motorcycle
3774.jpg,0 8,a variety of vegetables displayed at an outdoor market
3776.jpg,0,chefs are preparing food at a restaurant as patrons exit
3777.jpg,14,a blue bag sitting on top of a green bench
3778.jpg,7 0 9 10,a person that is looking at something down the street
3780.jpg,0,a woman sitting at a table with two cakes
3783.jpg,7 0,police officers taking suitcases out of a truck
3785.jpg,8 0,farmers bring their wares to market by boat
3787.jpg,0,a man in hat throwing a frisbee into grassy area
3789.jpg,0,a baseball game is played with a crowd cheering
3790.jpg,15,two pigeons take flight in the blue sky
3794.jpg,0,a man and a woman with smiles behind tennis racquets
3797.jpg,0 5,a man sitting on a bench eating a donut
3799.jpg,0,a couple of guys standing behind a couple of plain surfboards
3801.jpg,0 1 2,discarded teddy bear peeks out of garbage bag
3802.jpg,0 1 2,a group of people riding their bikes in the city at night
3805.jpg,0,a woman looks through things on a desk
3806.jpg,9 2,a long uphill road with a traffic light at the end
3807.jpg,0,a man holding an umbrella while using a bbq in the rain
3810.jpg,7 0,a line of people walking around a table covered in bananas
3812.jpg,0,a man on skies stirring up a cloud of snow
3813.jpg,0,two people inside of a bed with two side lamps on and the curtains closed
3815.jpg,0,a women who is bending over playing tennis
3819.jpg,0 6,a novelty train that is red is going down the tracks
3820.jpg,0,a man standing next to a woman holding a wine glass
3823.jpg,7 0 4,a military plane on the runaway with a truck behind it
3825.jpg,1,a black cat laying across a laptop on a table
3827.jpg,0,a tennis player about to hit the ball
3828.jpg,0,a man is holding a glass while surrounded by bottle of wine
3830.jpg,18 2 14,a statute of a man riding a bucking horse is near picnic tables
3833.jpg,0,a man riding skis across snow covered ground
3836.jpg,0,a little child walking down a small road on top of leaves
3838.jpg,0,a man in a dark room lit by a television holding wii sticks
3840.jpg,0,two men are playing a video game system together
3841.jpg,0,black and white photograph of two people flying a kite
3842.jpg,15,a seagull flying close to the sand on a beach
3843.jpg,16,a large orange cat laying inside of a bathroom sink
3844.jpg,17,a dog that is jumping to catch a frisbee
3848.jpg,0 2 5,a person with a hat that looks like a bus
3849.jpg,0 2 3,several motor bikes going down a city road
3851.jpg,0 1,a well cooked pizza in a white plate ready to be eaten
3854.jpg,0,several large pizzas cut and on a table
3856.jpg,0,office worker in a cubical eating a doughnut
3859.jpg,0,a group of lawn chairs covered in umbrellas
3861.jpg,0,a man tying the strings of a kite
3863.jpg,0,a skateboarder doing the lip of a pool
3864.jpg,0,a chef slicing some carrots on a blue cutting board
3866.jpg,0,a man in white shirt and shorts holding a tennis racket
3869.jpg,0,a kite is flying in the air over a sandy beach as a person windsurfs below
3871.jpg,7 0 2,a white truck parked next to a building in a parking lot
3873.jpg,0,looking down on a piece of tan colored luggage and a persons feet that has shows and leg warmers on
3877.jpg,0 5,an old double decker green bus says london transport
3879.jpg,2 3,a motorcycle is parked against a brick building
3880.jpg,6,a train traveling over a bridge spanning a river
3882.jpg,0,a woman riding a snowboard down a snow covered slope
3884.jpg,15,a small bird sitting on top of brown soil
3886.jpg,0,a baby sitting on grass holding a bat
3887.jpg,0,the surfer is walking along the edge of the water
3889.jpg,0,a beautiful woman standing on a tennis court holding a racquet
3890.jpg,6,a passenger train traveling down a set of train tracks
3893.jpg,0,a young girl is holding her nose next to two people
3897.jpg,0,a man with a white hat cooking in a kitchen
3900.jpg,16 17,some cats and dogs are outside looking in
3901.jpg,0 4,a fighter jet flying through a blue cloudy sky
3903.jpg,0,there are many people out at the park flying their kites
3906.jpg,17,a puppy dog sitting in an office with a computer in it
3907.jpg,0,the kids are sitting and eating around a table
3910.jpg,0 2 14,a group of baseball players standing on a baseball field
3913.jpg,0,a woman standing next to a street and taxi sign
3915.jpg,0,a young boy sits at the table and picks frosting from a donut
3917.jpg,0,a conference room full of people watching a presentation
3918.jpg,15 17,cattle in pasture at night with mountains in the distance
3919.jpg,0 17 1,a pug dog peeps out from the basket of a bicycle
3922.jpg,18,a group of horses in a pen one is showing its teeth
3924.jpg,0 2,a couple of zebra standing next to a white truck
3925.jpg,0 17,a small dog laying in bed next to a person
3928.jpg,16,a cat with green eyes lies on a skateboard
3929.jpg,0,a man catching a blue frisbee with his hands
3931.jpg,0 1 2 14,cyclists stopped at a very decorative public area
3933.jpg,0,a person riding skis down a snow covered ski slope
3934.jpg,0,a man standing in front of a microphone at a podium
3939.jpg,0,the man in the suit is walking with a frown
3940.jpg,7 9 2 5,cars are travelling down the street and obeying traffic signals
3941.jpg,0 1,a picture of a man riding a bicycle at night
3944.jpg,0,a man wearing a red coat and a back pack walking through a room
3947.jpg,0,a female tennis player swinging her racquet with the all inside the back of her skirt
3949.jpg,0 9 2,a man on the street pondering information on his cell phone
3951.jpg,0,many skiers skiing on a snowy ski slope
3954.jpg,0,a person riding a surf board on a wave
3955.jpg,0 3,four men riding in motor cycles and side cars
3956.jpg,17,a small dog sits on top of a [pillow on the couch
3959.jpg,0,a woman holding a tennis racquet on top of a tennis court
3960.jpg,0,a person on a skateboard jumping up into the air
3964.jpg,0,a half eaten sandwich is covering someone's face
3965.jpg,0 2,man wearing a bandanna trying to catch a frisbee
3966.jpg,9 6,black commercial train going down the center of the city
3969.jpg,7 0,a person standing in a field with many large kites in the sky
3972.jpg,8 0 6,a train traveling next to a small country town and a small red house
3973.jpg,0 2,a woman holding her umbrella while standing outside
3974.jpg,15,a white bird sitting on a rail near a wall
3977.jpg,10,a fire hydrant that is standing in the grass
3980.jpg,0,two children sprawled out and sleeping in bed
3981.jpg,7 0 2,a group of people with umbrellas stand in the road
3983.jpg,0,a man showing he is on a phone call
3986.jpg,0,a beautiful young lady hitting a tennis ball with a racquet
3988.jpg,0,"ignoring the no photography please"" sign we see a man playing a video game"""
3989.jpg,0,a man riding a colorful surfboard on top of  a wave
3992.jpg,8 0,a woman standing next to a child and a boat
3994.jpg,0,a red headed boy with a baseball bat swinging it at a bag hanging from a tree
3996.jpg,0,a young hot chick in a bikini i next to a man on top of her
3998.jpg,0 18,a black and white photo of a group of settlers on horseback crossing a river
3999.jpg,0 18,a group of people standing around animals and small buildings
4001.jpg,16,a partially open refrigerator filled with food and a light
4003.jpg,0,a snowboarder and a dog are in the snow
4005.jpg,16 14,two wooden benches sitting on a field of grass
4006.jpg,0,a couple of people with a lot of fruit around them
4008.jpg,0,some people in the snow flying kites and some trees
4009.jpg,0,a bunch of towels and clothes laying in the sand
4011.jpg,0,a sumo wrestler in a batting stance holding a baseball bat
4014.jpg,6,an old rusted train engine on train tracks
4016.jpg,8 1 0,a bike is parked on a bridge without a person
4019.jpg,0,a close up of a woman wearing a tank top and a tie
4020.jpg,8 0,a yellow boat sailing on a body of water next to a large clock and buildings
4022.jpg,16,a close up of a cat at a table with a plate in front of it
4023.jpg,0,a person riding a surf board on a wave
4026.jpg,8 0,the athlete rides the motor boat on the blue water
4028.jpg,0,a man holding a tennis racket on a court with others on the sideline with seats
4030.jpg,0,two plates with dessert crepes and a cup of coffee on a red tablecloth
4032.jpg,1 2,a street sign on a pole by a road
4034.jpg,0,a person holding a large pair of silver scissors in their hand
4035.jpg,0 2,altered photograph of a young boy standing on a skateboard
4037.jpg,0,two people lay on the beach under umbrellas facing the water
4040.jpg,0,a baseball player leaping into the air on a  field
4043.jpg,0,a group of men and women standing in front of a ribbon
4045.jpg,0,a man in the kitchen fixing breadfast  for his family
4046.jpg,0 2 7 9 12,cars traveling down a street with a street sign and signal lights
4049.jpg,0 9 2,two women crossing the street in the rain
4050.jpg,2 13,a digital parking meter along a sidewalk near a street
4052.jpg,0 10,students standing outside of a school building
4053.jpg,7 0,a man holding  a tennis racquet next to a woman holding a tennis racquet
4055.jpg,0,a man laying on a bed on top of a red blanket
4057.jpg,0,a little blond girl is caught throwing a frisby
4058.jpg,17,a black dog playing with a piece of clothing
4061.jpg,7 4,the plane is leaving a stream cloud as it travels
4062.jpg,0,a man riding a surfboard that has a sail
4063.jpg,0,snowboarder in mid air after going off of tall jump on snowy mountain
4065.jpg,12,someone has defaced this stop sign with graffiti
4066.jpg,16,a cat sitting on top of a bed next to a brown stuffed animal
4068.jpg,0,a woman riding a board on top of foamy waves
4071.jpg,0,a picture of john kerry hold flowers for a girl
4072.jpg,0,baseball players in uniform playing a professional game
4074.jpg,9 2 5,a city at night time with a slew of traffic
4075.jpg,0 17 2,a little boy standing next to a dog in a field
4078.jpg,6 14,two blue commuter trains crashing into each other
4080.jpg,0,a person wearing a dr seuss outfit while talking on a phone
4086.jpg,0 9,a dark street is lined with aluminated signs
4088.jpg,0,a man flying through the air while riding a snowboard
4090.jpg,7 2 9 10,a street at night line with lots of street lights
4093.jpg,4,the huge airliner is flying next to the clouds
4094.jpg,0,a baseball player stands ready in the batters box
4096.jpg,0,different types of brown suitcases piled on top of one another
4099.jpg,0 2,a hipster riding a skateboard up the side of a wall
4101.jpg,16,two brown and white cats playing on a couch
4103.jpg,7 0 4,a southwest airlines jet sitting at an airport
4105.jpg,0,a man skiing on a mountain covered with snow
4106.jpg,0 17,a young boy poses with a book while a dog looks on
4108.jpg,8 0 6,a small yacht passes in the water beside a blue and yellow ferry
4109.jpg,8,a small boat parked in a harbor next to a large bridge
4112.jpg,0,a baby sleeping on her bed by the nightlight
4115.jpg,0 17 2,the dog has its head out the car window
4117.jpg,0,a man riding a wave in the ocean on a surfboard
4119.jpg,0,a man making a cut into a celebratory cake
4122.jpg,0 14,a young man prepares to hit a tennis ball
4124.jpg,8 0,a large boat kicking up spray in the water
4126.jpg,0,the man is showing the mess in the fridge to the ladies
4128.jpg,0,a young child plays with a cellular phone
4131.jpg,16 2,a cat is sitting on top of a shiny surface
4132.jpg,0 17,a couple dining at an outdoor restaurant with their dog
4133.jpg,0,a man sitting in a car wearing a seat belt
4135.jpg,16,a cat laying on top of a laptop computer
4136.jpg,0,a man standing in the rain talking on a phone
4138.jpg,7 0,a mirror view of a man taking a photo
4143.jpg,0 2,a man in one picture five times on a skateboard
4145.jpg,0,there is a person in the picture alone
4147.jpg,17,a small white dog laying in the grass holding a stuffed animal
4150.jpg,0,a group of men are posing in the snow
4152.jpg,1,a group of pizza delivery bicycles with racks and baskets
4153.jpg,0,a man standing in a room playing games on the nintendo wii
4155.jpg,16,a cat is laying near a pillow on a bed
4156.jpg,7 2,an antique car being towed on a flatbed trailer
4157.jpg,0,a little boy is eating a piece of pizza in a restaurant
4158.jpg,0,a man with a visor and sunglasses on a grass field and holding a frisbee in both hands
4161.jpg,16,a couple of cats are laying on a bed
4162.jpg,18 0 2,the horse is pulling the carriage all by himself
4165.jpg,0 14,a tennis player swinging a racket at a ball
4166.jpg,0 8,a beach area with boats and people walking about it
4168.jpg,9,a street light street sign and parking sign on one pole
4169.jpg,0,two women standing in a kitchen cooking food
4172.jpg,0,a man standing on top of a stage holding a microphone
4173.jpg,0,a woman sitting on a wall talking on a cell phone
4174.jpg,4,two jets tied down at an airport one with number 101 on the nose
4176.jpg,15,a large giraffe eating leaves in an enclosure
4177.jpg,7 4,a propeller plane from the front near its warehouse
4178.jpg,0 6,people are departing from a single red train car
4181.jpg,0,people are gathering at a table for a seminar
4183.jpg,0,a group of men preparing food inside of a kitchen
4185.jpg,0 18,a person in red is riding a horse
4187.jpg,16 2,a cat sitting  under a car on top of a road
4189.jpg,0,a woman standing in a store near a group of children
4190.jpg,0,a girl riding skis holding two ski poles
4192.jpg,0,a herd of sheep standing next to each other on a dirt field
4193.jpg,9,a traffic light indicating green for the bicycle lane
4197.jpg,0,five people who are wearing snow skis on a hill
4198.jpg,0,people are hidden under umbrellas as they make their way up an escalator
4200.jpg,0,a large room with many suitcases and some people talking
4204.jpg,18 0 1 2,two horse drawn carriages travel down an old looking street
4205.jpg,7 9 2,a yellow tow truck towing a grey porsche cayenne car
4206.jpg,0,a group of people standing next to each other
4209.jpg,0,a woman waterskiing with trees in the background
4213.jpg,0 6,a train that is going through the night time
4214.jpg,0,a girl with a wii controller by a tv
4216.jpg,0,a little girl sitting in a yellow chair in a living room
4219.jpg,0,a man and a woman siting down at a table playing checker
